id,title,year,genre,duration
16136,Цепь желания,1993,3,107
16137,Церемония,1963,4,106
16138,Церемония,1995,4,107
16139,Циклон,1986,11,87
16140,Цикута,2002,2,108
16141,Цилиндр,1935,7,100
16143,Цинциннати Кид,1965,11,113
16144,Цирк,1936,1,94
16145,Цирк,2002,2,396
16146,Цирк зажигает огни,1972,1,75
16147,"Цирк сгорел, и клоуны разбежались",1998,2,111
16148,Циркачонок,1966,13,75
16149,Циркачонок,1979,16,62
16150,Цитата,1988,2,125
16151,ЦРУ II: Цель - Алекса,1993,11,90
16152,ЦРУ: Операция &quot;Алекса,1992,11,94
16153,Цыган,1979,3,345
16154,Цыган,1975,11,99
16155,Цыган,1967,3,83
16156,Цыганка,1993,7,144
16157,Цыганка Аза,1987,2,96
16158,Цыганская кровь,1928,11,70
16159,Цыганские глаза,1993,4,80
16160,Цыганский ангел,1994,3,109
16161,Цыганский барон,1988,7,80
16162,Цыганский остров,1994,2,227
16163,Цыганское счастье,1981,3,79
16164,Цыпленок Цыпа,2005,13,77
16165,Цыпочка,2002,1,101
16166,Цыпочки,2004,2,97
16167,Ч.П. - Чрезвычайное происшествие,1958,13,170
16168,Чаенгуль,2000,2,76
16169,Чай и симпатия,1956,2,122
16170,Чай с Муссолини,1999,1,113
16171,"Чай, кофе, потанцуем...",2004,1,104
16172,Чайка,2004,2,120
16173,Чайка,1998,2,165
16174,Чайка,1970,2,100
16175,Чайка,1992,2,40
16176,Чайковский,1969,2,157
16177,Чак и Ларри: пожарная свадьба,2007,1,110
16179,Чамскраббер,2005,1,108
16180,Чандни,1996,3,170
16181,"Чао, профессор",1992,2,92
16182,Чапаев,1934,13,95
16183,Чапаев,1998,2,91
16184,Чаплин,1992,2,144
16185,Чаплиниана,1987,7,68
16186,Чаппакуа,1966,2,92
16187,Чардаш Монти,1990,7,93
16188,Чарли,1968,2,102
16189,Чарли Воррик,1973,11,111
16190,Чарли и шоколадная фабрика,2005,13,106
16191,Чарли Чан в Египте,1935,4,72
16192,Чародеи,1982,1,160
16193,Чародейная ночь,1989,1,45
16194,Чарулата,1964,2,117
16195,Час оборотня,1990,6,100
16196,Час пик,1973,2,78
16197,Час пик,1998,11,95
16198,Час пик,2006,2,104
16199,Час пик 2,2001,11,90
16200,Час пик 3,2007,11,121
16201,Час полнолуния,1988,2,81
16202,Час расплаты,2003,11,110
16203,Час свиньи,1994,4,106
16204,Час счастья,1986,1,88
16205,Час убийств,1996,4,117
16206,Час убийцы,1986,11,96
16207,Часовня св. Иоанна,1923,2,62
16208,Часовой механизм,2001,11,92
16209,Часовщик и курица,1989,2,139
16210,Часовщик из Сен-Поля,1973,2,102
16211,Части тела,1997,1,104
16212,Частная жизнь,1982,2,102
16213,Частная жизнь,2001,2,97
16214,Частная жизнь Генриха VIII,1933,2,90
16215,Частная жизнь Дон Жуана,1934,1,89
16216,Частная жизнь Петра Виноградова,1934,1,91
16217,Частная жизнь Шерлока Холмса,1970,1,124
16219,Частное лицо,1980,4,208
16220,Частные беседы,1996,2,110
16221,Частные жизни Пиппы Ли,2009,2,257
16222,Частные уроки,1981,1,87
16223,Частные уроки II,1994,2,87
16224,Частный визит в немецкую клинику,1988,13,135
16225,Частный детектив,2006,4,704
16226,"Частный детектив, или Операция &quot;Кооперация",1990,1,94
16227,Частный заказ,2006,4,480
16228,Частный курорт,1985,1,85
16229,Частный случай,1992,2,89
16230,Частный случай,1934,2,112
16231,Частный флот сержанта О\'Фэррела,1968,1,92
16232,Часы,2002,2,114
16233,Часы апокалипсиса,1996,8,176
16234,Часы без стрелок,2001,4,112
16235,Часы капитана Энрико,1967,13,79
16236,Часы остановились в полночь,1958,13,103
16237,Часы отчаяния,1990,4,106
16238,Часы отчаяния,1955,4,112
16239,Чаттахучи,1990,2,97
16240,Чатуй,1931,2,65
16241,Чаша терпения,1989,3,92
16242,Чашка чая,1927,1,55
16243,Че Гевара,2008,2,130
16244,Че Гевара: Дневники мотоциклиста,2004,13,128
16246,Чебурашка,1983,16,19
16247,Чебурашка идет в школу,1983,16,20
16248,Чегемский детектив,1986,4,84
16249,Чего мы стоим в жизни,1994,2,98
16250,Чего хотят женщины,2000,1,126
16251,Чего хочет девушка,2003,1,105
16252,Чек,2000,3,102
16253,Чекист,1992,2,90
16254,Челкаш,1956,4,46
16255,Челленджер,1990,5,144
16256,Человек №217,1945,2,102
16257,Человек без звезды,1955,19,89
16258,Человек без лица,1993,2,115
16259,Человек без паспорта,1966,13,99
16260,Человек без прошлого,2002,1,97
16261,Человек без футляра,1931,2,60
16262,Человек безвозвратный,2006,2,104
16263,Человек в железной маске,1998,11,126
16264,Человек в зеленой перчатке,1967,2,74
16265,Человек в зеленом кимоно,1990,11,72
16266,Человек в одном красном ботинке,1985,1,93
16267,Человек в проходном дворе,1971,4,252
16268,Человек в фланелевом сером костюме,1956,2,151
16269,Человек в футляре,1939,2,84
16270,"Человек в футляре, человек в пальто и человек во фраке",2005,1,92
16271,Человек в штатском,1973,13,103
16272,Человек войны,2005,4,528
16273,Человек года,2006,1,115
16274,Человек дождя,1988,2,133
16275,Человек за бортом,1969,4,76
16276,Человек за бортом,1931,2,65
16277,Человек за ширмой,1996,1,138
16278,Человек идет за солнцем,1961,2,72
16279,Человек из &quot;Олимпа,1976,1,73
16280,Человек из &quot;черной Волги,1990,2,104
16281,Человек из Арана,1934,2,74
16283,Человек из команды &quot;Альфа,1992,11,85
16284,Человек из команды &quot;Альфа,1994,11,88
16285,Человек из ларами,1955,11,97
16286,Человек из Лондона,2007,2,185
16287,Человек из мрамора,1977,2,159
16288,Человек из ресторана,1927,2,62
16289,Человек из тюрьмы,1931,2,71
16290,Человек К,1992,2,87
16291,Человек кусает собаку,1992,4,92
16292,Человек ли он?,1979,2,92
16294,Человек на все времена,1966,10,120
16295,Человек на канате,1953,11,104
16296,Человек на луне,1999,2,116
16297,Человек на полустанке,1983,2,66
16298,Человек на своем месте,1972,2,101
16299,Человек на чердаке,1994,11,93
16300,Человек не сдается,1960,2,86
16301,Человек ниоткуда,1961,1,81
16302,Человек Омега,1971,8,97
16303,Человек остался один,1930,2,75
16304,Человек по имени бесстрашный,1979,15,116
16305,Человек по имени Конь,1970,19,114
16306,Человек полуночи,1994,11,87
16307,Человек против киборга,1994,8,92
16308,Человек родился,1928,2,69
16309,Человек родился,1956,3,96
16310,Человек с аккордеоном,1985,2,93
16311,Человек с будущим,1960,2,82
16312,Человек с бульвара Капуцинов,1987,1,99
16313,Человек с двумя мозгами,1983,1,93
16314,Человек с другой стороны,1970,13,97
16315,Человек с елью,1995,2,71
16316,Человек с запада,1940,19,97
16317,Человек с заснеженной реки,1982,11,101
16318,Человек с золотой рукой,1955,2,110
16319,Человек с золотым пистолетом,1974,11,124
16320,Человек с пистолетом,1995,4,95
16321,Человек с планеты Земля,1958,10,98
16322,Человек с поезда,2002,2,90
16323,Человек с портфелем,1929,2,85
16324,Человек с ружьем,1938,23,102
16325,Человек свиты,1987,2,92
16326,Человек со звезды,1984,8,115
16327,Человек со свалки,1991,2,305
16328,Человек сумерек,1996,4,95
16329,Человек тьмы,1990,8,94
16330,Человек тьмы 2: Возвращение Дюрана,1994,8,92
16331,"Человек тьмы 3: Умри, человек тьмы",1996,8,85
16332,Человек у решетки,1918,2,60
16333,Человек уходит за птицами,1975,2,92
16334,Человек уходящий,2007,2,133
16335,Человек Флим Флам,1967,1,115
16336,Человек человеку волк,1923,2,50
16337,Человек Эпохи Возрождения,1994,1,128
16338,"Человек, которого не было",2001,1,116
16339,"Человек, которого не было",1989,2,95
16340,"Человек, которого я люблю",1966,3,94
16341,"Человек, которому везло",1978,2,84
16342,"Человек, который брал интервью",1986,4,91
16343,"Человек, который закрыл город",1982,4,79
16344,"Человек, который застрелил Либерти Вэлэнса",1962,2,122
16345,"Человек, который знал все",2008,1,155
16346,"Человек, который знал слишком мало",1997,1,90
16347,"Человек, который знал слишком много",1934,4,74
16348,"Человек, который знал слишком много",1956,4,120
16349,"Человек, который много летал",1996,3,90
16350,"Человек, который молчал",2004,17,85
16351,"Человек, который не хотел умирать",1996,11,91
16352,"Человек, который отказывался умирать",1993,4,88
16353,"Человек, который плакал",2000,2,96
16354,"Человек, который сомневается",1963,2,84
16355,"Человек, который старался",1998,2,47
16356,"Человек, который судился в Богом",2001,1,101
16357,"Человек, который упал на землю",1976,8,140
16358,"Человек, который хотел стать королем",1975,11,128
16359,Человек-амфибия,2005,13,176
16360,Человек-амфибия,1961,13,97
16361,Человек-бомба,1996,11,98
16362,Человек-волк,2009,6,271
16363,Человек-зверь,1917,2,60
16364,Человек-зверь,1938,2,99
16365,Человек-кадиллак,1990,1,98
16366,Человек-кенгуру,1994,3,98
16367,Человек-кондор,1981,16,90
16368,Человек-макинтош,1973,4,97
