id,title,year,genre,duration
15384,Ульжан,2007,2,105
15385,Ульзана,1971,19,86
15386,Ультиматум,1999,1,283
15387,Ультиматум Борна,2007,11,111
15388,Ультрафиолет,2006,11,88
15389,Ультрафиолетовая,1994,11,74
15390,Умберто Д.,1952,2,91
15391,Умеете ли вы жить?,1970,3,69
15392,Умереть во имя,1995,4,106
15393,Умереть молодым,1991,2,104
15394,Умереть не напрасно,1996,4,95
15395,Умереть от счастья и любви,1996,7,85
15396,Умереть со смеху,1999,1,106
15397,Умирает душа,1997,2,127
15398,Умираешь только дважды,1996,1,89
15399,Умирать легко,1999,2,92
15400,Умирать не страшно,1991,2,101
15401,Умиротворитель,1990,8,90
15402,Умка ищет друга,1982,16,9
15403,Умник,1996,11,88
15404,Умники,2008,1,95
15405,Умница Уилл Хантинг,1997,2,126
15406,Умножающий печаль,2005,11,550
15407,Умные вещи,1973,18,123
15408,Умри на коне,1979,10,78
15409,Умри со мной,1995,4,87
15410,"Умри, но не сейчас",2002,11,134
15411,Ундина,2003,3,3960
15412,Ундина 2. На гребне волны,2003,3,4048
15413,Унесенные,1995,2,109
15414,Унесенные ветром,1939,2,219
15415,Унесенные взрывом,1994,4,120
15417,Унесенные призраками,2001,13,125
15418,Унесенный морем,1997,3,109
15419,Универсальный солдат,1992,11,103
15420,Универсальный солдат 2: братья по оружию,1998,8,90
15421,Универсальный солдат 3: незавершенное дело,1998,8,91
15422,Универсальный солдат: возвращение,1999,8,79
15423,Униженные и оскорбленные,1976,2,145
15424,Униженные и оскорбленные,1990,2,106
15425,Уникум,1983,1,90
15426,Уничтожители,1986,8,96
15427,Уничтожитель,1985,6,93
15428,"Уносим ноги, или Хочу в Париж",1992,1,55
15429,"Уокер, техасский рейнджер",1993,11,90
15430,"Уокер, техасский рейнджер: Незаконченное дело",1993,11,91
15431,"Уокер, техасский рейнджер: Что-то притаилось в тени",1994,11,85
15432,Уоллес и Громит: Проклятие Кролика-Оборотня,2005,13,85
15433,Уолл-стрит,1987,2,125
15434,Упасть вверх,2002,3,90
15435,Уплотнение,1918,2,57
15436,Уполномочен революцией,1987,2,235
15437,Употребить до,1999,3,72
15438,Управление гневом,2003,1,106
15439,Управляя полетами,1999,1,124
15440,Упрямая девчонка,1963,3,40
15441,Упырь,1997,20,76
15442,Ура! У нас каникулы!,1972,13,70
15443,Ураган,1937,11,110
15444,Ураган,1999,2,140
15445,Ураган приходит неожиданно,1983,2,92
15446,Урга: территория любви,1991,2,116
15447,Уровень ноль,1987,4,99
15448,Урод,1993,1,91
15449,Урожай,1992,4,97
15450,Урок жизни,1955,2,112
15451,Урок истории,1956,2,90
15452,Урок литературы,1968,1,75
15453,Уроки в конце весны,1990,3,77
15454,Уроки вождения,2006,1,98
15455,Уроки дыхания,1994,1,97
15456,Уроки любви,1993,1,99
15457,Уроки музыки,1990,2,142
15458,Уроки на завтра,1983,3,68
15459,Уроки фортепиано,1995,1,97
15460,Уроки французского,1978,3,85
15461,Уроцукидодзи II: легенда о чреве дьявола,1993,6,87
15462,Уроцукидодзи: легенда о сверхдьяволе,1989,6,108
15463,Усадьба,2004,1,400
15464,Усама,2003,2,83
15465,Усатый нянь,1977,1,73
15466,Ускользающая красота,1995,2,118
15467,Ускользающий идеал,1996,1,114
15468,Ускорение,1984,2,260
15469,Ускоренная помощь,1999,1,312
15470,Ускоренная помощь 2,2000,1,624
15471,Условный рефлекс,2001,17,103
15472,Услуга,1994,1,97
15473,Услышь мою песню,1991,1,113
15474,Уснувший пассажир,1994,4,80
15475,Усопший,1992,2,96
15476,Усохшие головы,1994,6,92
15477,Успей сделать это до 30,2004,1,100
15478,Успеть вспомнить,1990,4,96
15479,Успеть до полуночи с риском для жизни,1994,1,86
15480,Успеть до полуночи: Беготня,1994,1,85
15481,Успеть до полуночи: продолжение,1994,1,88
15482,Успеть к полуночи,1988,11,126
15483,Успех,1984,2,93
15484,Уставшие,1991,2,78
15485,Устами художника,1958,1,95
15486,Устрицы из Лозанны,1992,11,79
15487,Утесов. Песня длиною в жизнь,2006,7,417
15488,Утеха сердца моего,1996,2,116
15489,Утиные истории,1995,16,252
15490,Утиный суп,1933,1,70
15491,Утоление жажды,1966,2,138
15492,Утоли моя печали,1989,2,95
15493,Утомленное солнце...,1988,13,93
15494,Утомленные солнцем,1994,2,151
15495,Утомленные солнцем: Предстояние,2010,2,139
15496,Утомленные солнцем: Цитадель,2011,2,268
15497,Утонченная нежность,1995,6,95
15498,Утопим Мону!,2000,1,92
15499,Утопия,2003,18,103
15500,Утреннее шоссе,1988,4,91
15501,Утренние поезда,1963,2,90
15502,Утренний обход,1979,2,98
15503,Утренник,1993,1,97
15504,Утренняя слава,1933,2,73
15505,Утро без отметок,1983,1,68
15506,Утро долгого дня,1968,13,91
15507,Утро не время для девочек,1999,1,27
15508,Утро обреченного прииска,1985,13,91
15509,Утро Патриарха,2002,2,90
15510,Утро понедельника,2002,1,120
15511,Утро славы,1993,2,96
15512,Уха,1997,2,98
15513,Ухабы,1927,3,76
15514,Уход мертвеца,1988,2,87
15515,Уходил старик от старухи,1995,2,84
15516,Уходим под воду,1996,1,76
15517,Уходя - уходи,1978,1,91
15518,"Уходя, оглянись...",1976,2,130
15519,"Уходя, остаются",1987,2,87
15520,Уходящая жизнь,1994,3,89
15521,Участок,2003,4,624
15522,Ученик дьявола,1959,2,81
15523,Ученик лекаря,1983,16,70
15524,Ученик смерти,1972,6,84
15525,Ученичество Дадди Крэвица,1974,2,120
15527,Учитель,1939,2,103
15528,Учитель и трое учеников,2008,2,118
15529,Учитель пения,1972,1,86
15530,Учитель танцев,1952,3,146
15532,Учителю с любовью II,1996,3,87
15533,Ушедшие,2008,2,130
15534,Ушко иголки,1981,4,112
15535,Ущелье Аламасов,1937,13,72
15536,Ущелье духов,1991,11,90
15537,Ущелье покинутых сказок,1974,3,81
15538,Ущерб,1992,2,107
15539,Уэтерби,1985,2,101
15540,Фабрика грез,2004,1,650
15541,Фаворит,2003,2,120
15542,Фаворит,1976,4,132
15543,Фаворит,2005,2,410
15544,Фаворский,2005,4,440
15545,Фадос,2007,22,93
15546,Фаза наказания,1986,2,92
15547,Факир,2004,13,85
15548,Факир на час,1971,1,64
15549,Факт,1980,2,91
15550,Факт биографии,1975,2,72
15551,Фактор Нептуна,1973,11,97
15552,Фактор пришельцев,1978,8,81
15553,Фактор холода,2000,11,99
15554,Фактотум,2005,2,94
15555,Фактыувшего дня,1981,2,140
15556,Факультет,1998,6,99
15557,Фальшивая монета,1975,2,123
15558,Фальшивка,2008,2,86
15559,Фальшивомонетчики,2007,4,98
15560,Фальшивомонетчики,1996,11,84
15561,Фальшивый муж,1995,1,101
15562,Фамильные бриллианты,1993,1,91
15563,Фанат,1996,2,116
15564,Фанат,1989,11,85
15565,Фанат 2,1990,11,89
15566,Фанатик,2000,1,113
15567,Фанатик,2001,2,98
15568,Фанатка,2002,17,84
15569,Фанаты,2004,2,93
15570,Фанаты,2008,13,277
15571,Фанданго,1984,1,91
15572,Фанданго для мартышки,1992,1,90
15573,Фандо и Лиз,1996,2,99
15574,Фанни и Александр,1982,2,190
15576,Фантагиро,1996,8,104
15577,Фантазер,1988,2,83
15578,Фантазеры,1965,1,69
15579,Фантазии Веснухина,1977,1,130
15580,Фантазии Фарятьева,1979,3,152
15581,Фантазия,1976,7,65
15582,Фантазия,1940,16,120
15583,Фантазия в стиле рок-н-ролл,1992,1,91
15584,Фантазия дикой природы,1993,5,48
15585,Фантазия на тему Казановы,1997,7,56
15586,Фантазия на тему любви,1980,1,85
15587,Фантазм,1979,6,87
15588,Фантазм II,1988,6,97
15589,Фантазм III,1994,6,91
15590,Фантастическая история,1988,18,70
15591,Фантастическая пицца,1988,2,100
15592,Фантастическая четверка,2005,11,123
15593,Фантастическая четверка 2: Вторжение Серебряного Серфера,2007,11,92
15594,Фантастические дни,2004,11,90
15595,Фантастическое путешествие,1966,8,108
15596,Фантом,1996,11,96
15597,Фантом,1994,11,67
15598,Фантомас,1965,1,99
15599,Фантомас против Скотланд-Ярда,1966,1,97
15600,Фантомас разбушевался,1965,1,95
15601,Фантомная любовь,2007,2,87
15602,Фантомы,2008,6,85
15603,Фантомы,1998,6,96
15604,Фантоцци,1974,1,97
15605,Фантоцци: Суперфантоцци,1985,1,90
15606,Фантоцци: трагический Фантоцци. Часть вторая,1976,1,106
15608,Фанфан-тюльпан,1952,1,103
15610,Фарго,1996,4,98
15611,Фаренгейт 9/11,2004,5,110
15612,Фаринелли-кастрат,1994,2,106
15613,Фарт,2005,11,98
15614,Фартовый,2006,4,93
15615,Фарфоровая луна,1994,4,97
15616,Фаст фуд,1989,1,92
15617,Фаталисты,2001,13,191
15618,Фатали-хан,1947,10,96
15619,Фатальная Мария,1994,2,106
15620,Фатима,1958,2,101
15621,Фатум,1967,11,90
15622,Фауст,1994,2,92
15623,Фауст,2000,6,98
15624,Февральский ветер,1981,2,81
15625,Федерал Хилл,1993,2,97
15626,Федора,1978,2,114
15627,Федька,1936,2,62
15628,Феи,2008,9,78
15629,Фейерверк,1997,2,98
15630,Феллини,1999,2,76
15631,Феминистка,2000,1,88
15632,Феникс,1998,2,102
15633,Феникс и волшебный ковер,1994,16,79
15634,Феномен,1984,6,111
15635,Феномен,2005,1,73
15636,Феномен,1996,3,122
15637,"Феофания, рисующая смерть",1991,17,95
15638,Фердинанд Великолепный,2002,1,262
15639,Ференц Лист,1970,10,157
15640,Ферма животных,1954,16,74
15641,Фермер выбирает жену,1953,11,79
15642,Фермер-астронавт,2006,13,104
15643,Фестиваль смерти,1992,2,90
15644,Фехтовальщик,1992,8,95
15645,Фехтовальщик II. Полицейский-гладиатор,1994,8,91
15646,Фиалка,1976,2,86
15647,Фигуры,1994,2,70
15648,Фиеста,1995,2,107
15649,Фиеста,1971,2,161
15650,Физики,1988,2,97
15651,Физиология русской жизни,1995,5,56
15652,Фиктивный брак,1992,2,88
15653,Фиктивный брак,1992,1,77
15654,Фиктивный брак,1990,2,95
15655,Фиктивный брак,1966,1,86
15656,Филадельфийская история,1940,1,109
15657,Филадельфийский эксперимент,1984,13,101
15658,Филадельфийский эксперимент II,1993,8,97
15659,Филадельфия,1993,2,119
15660,Филер,1987,2,83
15661,Филиал,1988,1,98
15662,Филин,1991,11,84
15663,Филин и кошечка,1970,1,95
15664,Филипп Киркоров: &quot;Я не Рафаэль,1996,7,176
15665,Филипп Траум,1989,2,137
15666,Фильм в плохом вкусе,1988,6,88
15667,Фильм о любви и анархии,1973,2,118
15668,Финист Ясный Сокол,1975,16,79
15669,Финт,2005,5,81
15670,Фиориль,1993,2,117
15671,Фирма,1993,4,153
15672,Фирма приключений,1991,4,115
15673,Фирменная история,2005,1,1080
15674,Фицкарральдо,1982,2,151
15675,Фицуилли,1967,1,101
15676,Флаббер,1997,1,90
15677,Флаг нации,1929,2,76
15678,Флаги на башнях,1958,2,97
15679,Флаги наших отцов,2006,11,132
15680,Фландрийский пес,1998,16,97
15681,Фландрия,2006,2,91
15682,Флетч,1985,4,96
15683,Флетч жив,1989,4,97
15685,Флинн,1996,2,96
15686,Флинтстоуны,1994,1,90
15687,Флинтстоуны в Рок-Вегасе,1999,1,124
15688,Флинтстоуны встречают Рокулу и Франкенстоуна,1979,16,72
15689,Флиппер,1963,16,90
15690,Флиппер,1996,11,92
15691,Флирт,1991,2,96
15692,Флирт со зверем,2001,1,97
15693,Флорентийские ночи,2002,3,55
15694,Флоридские проливы,1986,11,97
15695,Флот Макхэйла,1997,1,103
15696,Флэш Гордон,1980,8,111
15697,Флэш.ка,2006,4,105
15698,Флюк,1995,3,92
15699,Фокус,1997,2,73
15700,Фокусник,1967,3,79
15701,Фокусники,2007,1,90
15702,Фокус-покус,1993,16,96
15703,Фома Гордеев,1959,2,100
15704,Фома Опискин,1999,2,167
15705,Фонарь на ветру,1988,10,69
15706,Фонтан,1988,1,103
15707,Фонтан,2006,2,96
15708,Фонтан,1955,1,22
15709,Формула,2004,1,341
15710,Формула,1980,4,117
15711,Формула 51,2002,11,92
15712,Формула Зеро,2006,13,91
15713,Формула любви,1984,1,90
15714,Формула памяти,1982,2,138
15715,Формула радуги,1966,13,73
15716,Формула света,1982,2,86
15717,Формула счастья,2001,1,93
15718,Формула уничтожения,1996,11,92
15719,Форрест Гамп,1994,1,134
15720,Форсаж,2001,11,107
15721,Форсаж,1992,2,97
15722,Форсаж,2001,5,51
15723,Форсаж 4,2009,11,140
15724,Форсаж Да Винчи,2007,11,216
15725,Форс-мажор,2005,4,208
15726,Форт Аламо,2004,11,209
15727,Форт Апач,1948,19,126
15728,"Форт Апач, Бронкс",1981,2,124
15729,Форт Саган,1983,2,174
15730,Фортуна,2000,1,87
15731,Фортуна войны,1993,11,101
15732,Форчун Дэйн,1986,4,79
15733,Фото,2002,2,90
15734,Фотограф,1999,1,83
15735,Фотограф,1992,4,97
15736,Фотографии на стене,1977,3,180
15737,Фотография на память,1985,3,65
15738,Фотография с женщиной и диким кабаном,1987,4,99
15739,Фотолаборатория,1989,4,81
15740,Фотоувеличение,1966,2,119
15741,Фраги - разлученный со счастьем,1984,10,136
15742,Фрак для шалопая,1979,13,69
15743,Фраккия против Дракулы,1985,1,90
15744,Франка - жена Хама,1990,3,97
15745,Франкеншлюха,1990,1,90
15746,Франкенштайн создал женщину,1967,6,92
15747,Франкенштейн,1931,2,71
15748,Франкенштейн,1992,6,99
15749,Франкенштейн Мэри Шелли,1994,2,123
15750,Франкенштейн освобожденный,1990,6,85
15751,Франкенштейн: прадивая история,1973,6,200
15754,Француженка и любовь,1960,1,136
15755,Француз,1988,1,77
15756,Француз,2003,1,104
15757,Французская женщина,1994,3,94
15758,Французские открытки,1979,1,95
15759,Французский вальс,1995,3,93
15760,Французский для начинающих,2006,1,98
15761,Французский канкан,1955,1,95
15762,Французский поцелуй,1995,1,108
15763,Французский связной,1971,11,103
15764,Французский связной II,1975,11,119
15765,Французский твист,1995,1,99
15766,Французский шелк,1993,4,90
15768,"Фрау Реттих, Черни и я",1998,1,95
15769,Фред,1996,4,85
15770,"Фред Клаус, брат Санты",2007,1,225
15771,Фредди против Джейсона,2003,11,97
15772,Фриби и Бин,1974,11,113
15773,Фривей,1988,11,95
15774,Фрида,1947,3,97
15775,Фрида,2002,2,118
15776,Фрикадельки,1979,1,92
15777,Фрикадельки 2,1984,1,95
15778,Фрикадельки 3,1987,1,94
15779,Фрикции,1996,4,85
15780,Фро,1964,2,47
15781,Фронт,1976,1,94
15782,Фронт,1943,2,117
15783,Фронт без флангов,1974,2,170
15784,Фронт в отчем доме,1985,2,87
15785,Фронт в тылу врага,1981,2,161
15786,Фронт за линией фронта,1977,2,174
15787,Фронт новостей,1978,2,110
15788,Фронтовые подруги,1941,2,95
15789,Фрост против Никсона,2009,2,122
15790,Фрэнк и Джесси,1995,19,110
15791,Фрэнки &quot;Звездный свет,1995,3,100
15792,Фрэнки и Джонни,1991,1,117
15793,Фрэнсис,1982,2,134
15794,Фунуке,2007,2,112
15795,Фургонщик,1950,19,86
15796,Фуртуна,1959,2,106
15797,Футбол нашего детства,1984,5,50
15798,Футболист,1990,4,89
15799,Футлуз,1984,7,107
15800,Фуфель,1990,4,102
15801,Фуфло,1989,4,94
15802,Фучжоу,1993,3,125
15803,Фуэте,1986,2,100
15804,Фэй Грим,2007,11,118
15805,Фэйт,1990,3,103
15806,Фэт-сити,1972,2,99
15807,Ха,2002,1,109
15808,Хабарда,1931,1,51
15809,Ха-би-ассы,1990,18,83
15810,Хабу,1928,2,68
15811,Хаги-траггер,1994,17,87
15812,Хад,1963,2,113
15813,Хай Лонсам,1994,11,90
15814,Хакеры,1995,11,107
15815,Халима,1990,4,92
15816,Халиф-аист,1981,16,20
15817,Халк,2003,11,138
15818,Халявная поездка,1986,11,88
15819,Хамам: турецкая баня,1996,2,94
15820,Хамдамов на видео,1995,5,101
15821,Хамелеон,1930,1,191
15822,Хамелеон,2001,1,84
15823,Хамелеон,1989,11,96
15824,Хамелеон,1998,8,86
15825,Хамелеон 2: смертельная поединок,1999,8,85
15826,Хамелеон 3,1999,8,90
15827,Хамка,1918,2,46
15829,Ханна и ее сестры,1986,1,106
15830,Ханума,1926,1,91
15831,Ханума,1978,2,147
15832,Хаос,2005,11,92
15833,Характер,1997,2,119
15834,Характеры для мужчин,1998,1,89
15835,Харви,1950,1,103
15837,Хардбол,2001,2,106
15838,Хареба и Гоги,1987,2,143
15839,Харлей Дэвидсон и ковбой Марлборо,1991,11,96
15840,Харпер,1966,4,120
15842,Хатабала,1971,2,70
15843,Хватай деньги и беги,1969,1,85
15844,Хватай и беги,1984,3,101
15845,Хвост дьявола,2001,2,87
15846,Хевсурская баллада,1965,2,89
15847,Хезеры,1989,1,101
15848,Хеллбой 2: Золотая армия,2008,11,110
15849,Хеллбой: Герой из пекла,2004,11,122
15850,"Хелло, Долли!",1969,7,128
15851,Херувим,2004,4,416
15852,Хестер стрит,1975,2,90
15853,Хижина старого Лувена,1935,2,63
15854,Хилари и Джеки,1998,2,120
15855,Химия тела,1990,4,85
15856,Химия тела 2: голос незнакомца,1991,4,88
15857,Химия тела 3: точка соблазна,1994,4,90
15858,Химия тела 4,1995,4,83
15859,"Хиппиниада, или Материк любви",1997,1,82
15860,Хиромант,2005,4,490
15862,Хиросима любовь моя,1959,2,86
15863,Хирург-убийца,1995,4,85
15864,Хитмэн,1998,11,103
15865,Хитмэн,2007,11,199
15866,Хитрюга Джек,2007,9,72
15867,Хищная птица,1995,11,89
15868,Хищник,1987,18,107
15869,Хищник 2,1990,11,108
15870,Хищник 3: Био-сила,1995,8,99
15871,Хищники,1991,4,85
15872,Хищники дикой природы: акула,1992,5,52
15873,Хищники дикой природы: волк,1993,5,61
15874,Хищники дикой природы: летучие мыши,1991,5,60
15875,Хищники дикой природы: медведь гризли,1992,5,52
15876,Хищники-инопланетяне,1986,8,92
15877,Хищница,1993,6,88
15878,Хищница дух ночи,1996,6,88
15879,Хищный огонь,1994,4,90
15880,Хладнокровно,1967,2,134
15881,Хладнокровный,1994,4,93
15882,Хладнокровный Люк,1967,2,126
15883,Хлеб - имя существительное,1988,2,580
15884,Хлеб детства моего,1977,2,91
15885,Хлеб и розы,1960,3,96
15886,Хлеб и соль,1970,2,86
15887,"Хлеб, золото, наган",1980,13,66
15888,Хлопушка и вонючки,1997,16,74
15889,Хмель,1991,2,245
15890,Хмурое утро,1959,2,105
15891,Хмурый Вангур,1960,2,90
15892,Хоббит,2011,13,217
15893,Хоббит,1977,16,88
15894,Хоббит 2,2012,13,198
15895,Хованщина,1960,7,121
15896,Ход белой королевы,1971,2,95
15897,Ход конем,1962,1,82
15898,Ход королевой,1992,4,104
15899,Ходят слухи...,2005,1,96
15900,Ходячие мертвецы,1969,6,84
15901,Ходячий замок,2004,9,119
15902,Хождение за три моря,1957,2,76
15903,Хождение по мукам,1977,2,650
15904,Хозяева войны,1988,11,87
15905,Хозяева ночи,2007,4,117
15906,Хозяин,1983,2,99
15907,Хозяин,1970,2,99
15908,Хозяин &quot;Империи,2001,2,101
15909,Хозяин Баллантрэ,1953,11,89
15910,Хозяин Баллантрэ,1984,11,149
15911,Хозяин Кырбоя,1979,3,93
15912,Хозяин морей. На краю земли,2003,11,138
15913,Хозяин Тайги,1968,4,83
15914,Хозяин Черных скал,1923,2,60
15915,Хозяйка гостиницы,1956,1,90
15916,Хозяйка гостиницы,1996,1,104
15917,Хозяйка детского дома,1983,2,195
15918,Хозяйка дома,1992,1,101
15919,Хоккеисты,1964,2,100
15920,Холм,1965,2,122
15921,Холод,1991,2,68
15922,Холодильник,1991,1,88
15923,Холодная гора,2003,2,155
15924,Холодная ловушка,1995,4,85
15925,Холодная сталь,1987,11,90
15926,Холодно-горячо,1971,2,65
15927,Холодное лето пятьдесят третьего,1987,11,102
15928,Холодное солнце,2008,11,108
15929,Холодные души,1914,1,45
15930,Холодные закуски,1979,2,90
15931,Холодные ноги,1989,1,94
15932,Холодный март,1987,2,102
15933,Холодный пот,1993,4,93
15934,Холодный пот,1971,11,94
15935,Холодный рай,1992,2,101
15936,Холодный фронт,1989,11,90
15937,Холодным взором,1969,2,110
15938,Холодным днем в парке,1969,2,115
15939,Холокост 2000,1977,6,101
15940,Холопы,1988,2,215
15941,Холостяк,2000,1,97
15942,Холостяк,1991,2,114
15943,Холостяки,2004,1,1125
15944,Холст,1992,4,91
15945,Хомо новус,1990,2,92
15946,Хомут для маркиза,1977,2,75
15947,Хонки-Тонк шоссе,1981,1,107
15948,Хористы,2004,2,95
15949,Хоровод,1994,2,88
15950,Хорошая девочка,2002,1,93
15951,Хорошая жена,1987,2,92
15952,Хорошая работа,1999,2,90
15953,Хорошее хозяйство,1996,4,27
15954,Хорошенький мужчина,1991,1,104
15955,Хорошие и плохие,1999,11,102
15956,Хорошие парни одеты в черное,1977,11,96
15957,Хорошие руки,2001,1,90
15958,Хорошие старые парни,1995,2,113
15959,Хороший год,2006,2,118
15960,Хороший день для смерти,1995,19,122
15961,Хороший немец,2006,2,105
15962,"Хороший полицейский, плохой полицейский",1990,11,88
15963,Хороший человек в Африке,1993,1,94
15964,"Хороший, плохой, долбанутый",2008,19,120
15965,"Хороший, плохой, злой",1966,11,161
15966,Хорошо сидим!,1986,1,76
15967,"Хорошо там, где нас нет",1996,3,81
15968,Хортон,2008,13,88
15969,Хостел,2005,6,95
15970,Хостел 2,2007,6,93
15971,"Хотите - верьте, хотите - нет...",1964,1,67
15972,"Хотите - любите, хотите - нет...",1987,2,77
15973,Хоттабыч,2006,1,90
15974,Хоффа,1992,2,140
15975,Хохмачи,1986,1,89
15976,Хочу быть летчицей,1928,2,64
15977,Хочу бытьистром,1977,2,93
15978,Хочу быть хуже всех: история Денниса Родмэна,1997,2,86
15979,Хочу в Америку,1993,1,90
15980,Хочу в тюрьму,1998,1,89
15981,Хочу вашего мужа,1992,1,68
15982,Хочу верить,1965,2,83
15983,Хочу сделать признание,1989,2,144
15984,Хочу тебе сказать...,1985,1,50
15985,"Хочу, чтоб он пришел",1981,3,64
15986,Храбрец,1997,2,118
15987,Храброе сердце,1995,15,177
15988,Храбрый заяц,1955,16,17
15989,Храбрый лягушонок,1985,16,91
15990,Храбрый маленький тостер,1987,16,90
15991,Храм воздуха,1989,2,92
15992,Храм Шаолинь,1976,11,117
15993,"Храни меня, мой талисман",1986,2,74
15994,Храни свою звезду,1975,2,85
15995,Хранители,2009,11,163
15996,Хранитель города,1991,4,95
15997,Хранительница дочери моей,1994,4,92
15998,Хребет дьявола,2001,18,106
15999,Хризантемы,1914,2,50
16000,Христиане,1987,2,48
16001,Христинэ,1916,3,50
16003,Хромовые солдаты,1992,11,99
16004,Хромой барин,1928,2,70
16005,Хромой Дервиш,1986,2,101
16006,Хромые внидут первыми,1993,2,110
16007,Хроника ереванских дней,1972,2,106
16008,Хроника ночи,1972,11,86
16009,Хроника одного дня,1963,2,83
16010,Хроника одного лета,1984,2,230
16011,Хроника пикирующего бомбардировщика,1967,2,78
16012,Хроника сатаны младшего,1989,13,128
16013,Хроники династии ниндзя. Часть 1,1995,11,74
16014,Хроники династии ниндзя. Часть 2: тайна христианских колоколов,1995,11,77
16015,Хроники династии ниндзя. Часть 3: Священная книга,1995,11,71
16016,Хроники династии ниндзя. Часть 4,1995,11,77
16017,Хроники Конан Дойла: дело о кровавой комнате,2000,4,102
16018,Хроники мутантов,2008,11,111
16019,"Хроники Нарнии: Лев, Колдунья и Волшебный Шкаф",2005,11,143
16020,Хроники Нарнии: Принц Каспиан,2008,13,147
16021,Хроники обыкновенного безумия,2005,1,100
16022,Хроники Риддика,2004,11,115
16023,Хроники Хайди,1995,2,94
16024,Хроники Хуаду: Лезвие розы,2004,11,106
16025,"Хрусталев, машину!",1998,2,142
16026,Хрустальное сердце,1987,2,102
16027,Хрустальный башмачок,1960,18,81
16028,Хрустальный дворец,1934,2,92
16029,Худеющий,1996,6,92
16030,Художники и модели,1955,1,108
16031,Хуже не бывает,2002,1,237
16032,Хуторок в степи,1970,13,95
16033,Хэди,1993,16,186
16034,Хэллем Фоу,2007,2,95
16035,Хэллоуин 2007,2007,6,109
16036,Хэллоуин: 20 лет спустя,1998,6,81
16037,Хэллоуин: Воскрешение из мертвых,2002,6,90
16038,Хэлп ми,1992,11,89
16039,Хэммерсмит вышел на волю,1972,1,108
16040,Хэмметт,1982,4,97
16041,Хэнкок,2008,11,201
16042,Хэппи энд,1991,3,87
16043,Хэппи-энд,2003,1,170
16044,"Хэрроухауз, 11",1974,11,94
16045,Царевич Алексей,1997,2,120
16046,Царевич Алексей,1918,2,60
16047,Царевич Проша,1974,1,89
16048,Царевна-лягушка,1954,16,39
16049,Царевна-лягушка,2000,18,88
16050,Цареубийца,1991,2,104
16051,Царская милость,1973,2,80
16052,Царская невеста,1965,7,97
16053,Царская охота,1990,2,134
16054,Царский гнев,1912,2,60
16055,Царство аллигатора,1986,5,56
16056,Царство небесное,2005,11,145
16057,Царь горы,1993,2,100
16059,Царь Иван Васильевич Грозный,1915,2,40
16060,Царь Иван Грозный,1993,2,137
16061,Царь Иоанн Грозный,1998,2,170
16062,Царь Петр и Алексей,1998,2,165
16063,Царь Скорпионов,2002,13,92
16064,Царь сновидений,2001,16,74
16065,Царь Федор Иоаннович,1977,2,205
16067,Цвет белого снега,1970,2,50
16068,Цвет граната,1968,2,74
16069,Цвет денег,1986,2,119
16070,Цвет золота,1975,2,93
16071,Цвет неба,2006,2,88
16072,Цвет ночи,1994,4,122
16073,Цвет отваги,1998,11,88
16074,Цвет пурпура,1985,3,155
16075,Цвета,1988,2,120
16076,Цветение несеянной ржи,1978,3,95
16077,Цветение одуванчика,1992,2,77
16078,Цветение сакуры,2008,2,127
16079,Цветения пора,1995,2,124
16080,Цветик-семицветик,1968,16,300
16081,Цветные сны,1974,3,63
16082,Цветок в кармане,2007,1,97
16083,Цветок дьявола,2008,20,158
16084,Цветок моей тайны,1995,2,106
16085,Цветок на дороге,1993,4,86
16086,Цветок на камне,1962,2,76
16087,Цветок пустыни,1986,2,106
16088,Цветущий холм среди пустого поля,2001,2,75
16089,Цветы в мансарде,1987,6,92
16090,Цветы для Оли,1977,3,86
16091,Цветы для снежной королевы,2006,3,110
16092,Цветы запоздалые,1969,3,94
16093,Цветы запоздалые,1970,3,101
16094,Цветы календулы,1998,2,100
16095,Цветы луговые,1980,7,87
16096,Цветы от победителей,1999,4,102
16097,Цветы провинции,1994,10,90
16099,Целитель Адамс,1998,3,110
16100,Целлулоидный шкаф,1996,5,97
16101,Целуй девочек,1997,4,111
16102,Целуй кого хочешь,2002,1,103
16103,Целуют всегда не тех,2005,1,88
16104,Целуются зори,1978,1,76
16105,Цель,1980,13,230
16106,Цель,2001,2,96
16107,Цель его жизни,1957,2,89
16108,Цель номер один,1996,11,92
16109,Цельнометаллическая оболочка,1987,15,116
16110,Цемент,1973,2,125
16111,Цемент,1927,2,80
16112,Цементный сад,1992,2,100
16113,Цена,1999,2,127
16114,Цена,1969,2,269
16115,Цена быстрых секунд,1971,2,91
16116,Цена головы,1992,4,88
16117,Цена жизни,1940,2,66
16118,Цена измены,2005,2,107
16119,Цена мести: по долгу службы,1994,11,90
16120,Цена молока,2000,3,87
16121,Цена победы,2001,2,115
16122,Цена сокровищ,1992,13,88
16123,Цена страха,2002,11,124
16124,Цена человека,1929,2,68
16125,Цензуру к памяти не допускаю,1991,2,126
16126,Центр нападения,1947,1,74
16127,Центр паутины,1992,4,84
16128,Центральный вокзал,1998,2,106
16129,Центровой из поднебесья,1975,1,95
16130,Центурионы,1998,8,87
16131,Цену смерти спроси у мертвых,1978,13,78
16132,Цепная реакция,1996,8,104
16133,Цепная реакция,1962,2,85
16134,Цепной пес,1996,4,98
16135,Цепь,1996,11,93
